station,window_months,window_start_month,window_end_month,rolling_mean_cfs,partial_months_in_window,unusable_months_in_window,historical_rank_lowest,historical_n,low_flow_percentile
Comal Springs,18,2024-06-01,2025-11-01,83.44133811230586,0,0,24,1118,2.146690518783542
Comal Springs,18,1954-12-01,1956-05-01,85.46346911029892,0,0,25,1118,2.23613595706619
Comal Springs,18,1956-06-01,1957-11-01,86.2137054104796,0,0,26,1118,2.3255813953488373
Comal Springs,18,2024-05-01,2025-10-01,86.91726403823178,0,0,27,1118,2.415026833631485
Comal Springs,18,2025-01-01,2026-06-01,89.16355180064858,0,0,28,1118,2.5044722719141324
Comal Springs,18,1954-11-01,1956-04-01,90.79268057983298,0,0,29,1118,2.59391771019678
Comal Springs,18,2024-04-01,2025-09-01,91.57096774193549,0,0,30,1118,2.6833631484794274
Comal Springs,18,1954-08-01,1956-01-01,94.43672128349547,0,0,31,1118,2.7728085867620753
Comal Springs,18,1954-10-01,1956-03-01,94.52661128473142,0,0,32,1118,2.862254025044723
Comal Springs,18,1954-09-01,1956-02-01,94.99184425964181,0,0,33,1118,2.9516994633273703
Comal Springs,18,1954-07-01,1955-12-01,95.2073306024919,0,0,34,1118,3.041144901610018
Comal Springs,18,2024-03-01,2025-08-01,95.33488649940263,0,0,35,1118,3.1305903398926653
Comal Springs,18,2025-02-01,2026-07-01,95.71910735620413,0,0,36,1118,3.2200357781753133
Comal Springs,18,1954-06-01,1955-11-01,96.87071172555044,0,0,37,1118,3.309481216457961
Comal Springs,18,1956-07-01,1957-12-01,100.01890254309609,0,0,38,1118,3.3989266547406083
Comal Springs,18,2024-02-01,2025-07-01,100.38463313146295,0,0,39,1118,3.488372093023256
Comal Springs,18,2024-01-01,2025-06-01,101.0602603716063,0,0,40,1118,3.5778175313059033
Comal Springs,18,1954-05-01,1955-10-01,101.14502474825055,0,0,41,1118,3.667262969588551
Comal Springs,18,2023-12-01,2025-05-01,101.85697482799819,0,0,42,1118,3.7567084078711988
Comal Springs,18,2023-08-01,2025-01-01,104.73391628558481,0,0,43,1118,3.8461538461538463
Comal Springs,18,2023-11-01,2025-04-01,104.94114448152268,0,0,44,1118,3.9355992844364938
Comal Springs,18,2023-07-01,2024-12-01,105.95434639311169,0,0,45,1118,4.025044722719142
Comal Springs,18,2023-09-01,2025-02-01,105.99377291640917,0,0,46,1118,4.114490161001789
Comal Springs,18,1954-04-01,1955-09-01,106.06850145075951,0,0,47,1118,4.203935599284437
Comal Springs,18,2023-10-01,2025-03-01,106.15088163803402,0,0,48,1118,4.293381037567084
Comal Springs,18,2023-06-01,2024-11-01,111.5275244098381,0,0,49,1118,4.382826475849732
Comal Springs,18,1954-03-01,1955-08-01,112.61294589520396,0,0,50,1118,4.47227191413238
Comal Springs,24,1955-05-01,1957-04-01,51.08289369140314,0,0,1,1112,0.08992805755395684
Comal Springs,24,1955-04-01,1957-03-01,51.14539369140314,0,0,2,1112,0.1798561151079137
Comal Springs,24,1955-03-01,1957-02-01,53.79593132581175,0,0,3,1112,0.2697841726618705
Comal Springs,24,1955-06-01,1957-05-01,54.85843132581175,0,0,4,1112,0.3597122302158274
Comal Springs,24,1955-02-01,1957-01-01,57.67985989724032,0,0,5,1112,0.44964028776978415
Comal Springs,24,1955-07-01,1957-06-01,61.11120910358952,0,0,6,1112,0.539568345323741
Comal Springs,24,1955-01-01,1956-12-01,61.244376026272576,0,0,7,1112,0.6294964028776978
Comal Springs,24,1955-08-01,1957-07-01,64.94319835090135,0,0,8,1112,0.7194244604316548
Comal Springs,24,1954-12-01,1956-11-01,65.14760183272419,0,0,9,1112,0.8093525179856115
Comal Springs,24,1955-09-01,1957-08-01,66.60986501756803,0,0,10,1112,0.8992805755395683
Comal Springs,24,1955-10-01,1957-09-01,69.39319835090136,0,0,11,1112,0.9892086330935251
Comal Springs,24,1954-11-01,1956-10-01,69.40593516605752,0,0,12,1112,1.079136690647482
Comal Springs,24,1954-10-01,1956-09-01,73.93416097250913,0,0,13,1112,1.169064748201439
Comal Springs,24,1955-11-01,1957-10-01,75.03970372724544,0,0,14,1112,1.2589928057553956
Comal Springs,24,1954-09-01,1956-08-01,77.16749430584247,0,0,15,1112,1.3489208633093526
Comal Springs,24,1954-08-01,1956-07-01,80.64195667143387,0,0,16,1112,1.4388489208633095
Comal Springs,24,1955-12-01,1957-11-01,81.870259282801,0,0,17,1112,1.5287769784172662
Comal Springs,24,2024-05-01,2026-04-01,82.85272657450076,0,0,18,1112,1.618705035971223
Comal Springs,24,2024-06-01,2026-05-01,83.69950076804915,0,0,19,1112,1.70863309352518
Comal Springs,24,1954-07-01,1956-06-01,85.01023624132634,0,0,20,1112,1.7985611510791366
Comal Springs,24,2024-04-01,2026-03-01,85.87494879672299,0,0,21,1112,1.8884892086330936
Comal Springs,24,2024-07-01,2026-06-01,86.85505632360471,0,0,22,1112,1.9784172661870503
Comal Springs,24,1956-01-01,1957-12-01,88.6189151967795,0,0,23,1112,2.068345323741007
Comal Springs,24,1954-06-01,1956-05-01,89.86301401910411,0,0,24,1112,2.158273381294964
Comal Springs,24,2024-03-01,2026-02-01,89.89779825908857,0,0,25,1112,2.2482014388489207
Comal Springs,24,2024-08-01,2026-07-01,90.58892729134665,0,0,26,1112,2.338129496402878
Comal Springs,24,2024-02-01,2026-01-01,94.47015047583734,0,0,27,1112,2.4280575539568345
Comal Springs,24,1954-05-01,1956-04-01,94.9087129438353,0,0,28,1112,2.5179856115107913
Comal Springs,24,1956-02-01,1958-01-01,96.34203347634939,0,0,29,1112,2.6079136690647484
Comal Springs,24,2024-01-01,2025-12-01,97.79004294895563,0,0,30,1112,2.697841726618705
Comal Springs,24,2023-07-01,2025-06-01,99.29156624644666,0,0,31,1112,2.787769784172662
Comal Springs,24,1954-04-01,1956-03-01,99.31843516605753,0,0,32,1112,2.877697841726619
Comal Springs,24,2023-12-01,2025-11-01,100.15025800271907,0,0,33,1112,2.9676258992805753
Comal Springs,24,2023-06-01,2025-05-01,101.18323291311333,0,0,34,1112,3.0575539568345325
Comal Springs,24,2023-08-01,2025-07-01,101.26334043999506,0,0,35,1112,3.147482014388489
Comal Springs,24,2023-11-01,2025-10-01,102.2974802249413,0,0,36,1112,3.237410071942446
Comal Springs,24,2023-09-01,2025-08-01,102.35339420343591,0,0,37,1112,3.327338129496403
Comal Springs,24,2023-10-01,2025-09-01,103.24506087010258,0,0,38,1112,3.41726618705036
Comal Springs,24,1954-03-01,1956-02-01,103.60069323057365,0,0,39,1112,3.507194244604316
Comal Springs,24,1956-03-01,1958-02-01,105.25777649769586,0,0,40,1112,3.5971223021582732
Comal Springs,24,2023-05-01,2025-04-01,105.6751683969843,0,0,41,1112,3.6870503597122304
Comal Springs,24,1954-02-01,1956-01-01,108.22179339477727,0,0,42,1112,3.776978417266187
Comal Springs,24,2023-04-01,2025-03-01,108.45572395253986,0,0,43,1112,3.8669064748201443
Comal Springs,24,2023-03-01,2025-02-01,110.22588524286243,0,0,44,1112,3.9568345323741005
Comal Springs,24,2023-02-01,2025-01-01,111.80475429048148,0,0,45,1112,4.046762589928058
Comal Springs,24,1954-01-01,1955-12-01,113.01883640552995,0,0,46,1112,4.136690647482014
Comal Springs,24,2023-01-01,2024-12-01,114.0345930001589,0,0,47,1112,4.226618705035971
Comal Springs,24,1956-04-01,1958-03-01,116.4728302611367,0,0,48,1112,4.316546762589928
Comal Springs,24,2022-12-01,2024-11-01,116.76980805392235,0,0,49,1112,4.406474820143885
Comal Springs,24,1953-12-01,1955-11-01,117.16668586789555,0,0,50,1112,4.496402877697841
Comal Springs,36,1954-05-01,1957-04-01,73.23010458416465,0,0,1,1100,0.09090909090909091
Comal Springs,36,1954-06-01,1957-05-01,74.19605440495319,0,0,2,1100,0.18181818181818182
Comal Springs,36,1954-04-01,1957-03-01,74.43843791749798,0,0,3,1100,0.27272727272727276
Comal Springs,36,1954-03-01,1957-02-01,77.39990745154816,0,0,4,1100,0.36363636363636365
Comal Springs,36,1954-07-01,1957-06-01,77.45994329384207,0,0,5,1100,0.45454545454545453
Comal Springs,36,1954-08-01,1957-07-01,78.90438773828652,0,0,6,1100,0.5454545454545455
Comal Springs,36,1954-09-01,1957-08-01,79.14184293541913,0,0,7,1100,0.6363636363636364
Comal Springs,36,1954-10-01,1957-09-01,80.34739849097468,0,0,8,1100,0.7272727272727273
Comal Springs,36,1954-02-01,1957-01-01,81.69752649916721,0,0,9,1100,0.8181818181818182
Comal Springs,36,1954-11-01,1957-10-01,82.72284651964853,0,0,10,1100,0.9090909090909091
Comal Springs,36,1954-12-01,1957-11-01,85.83858726038926,0,0,11,1100,1
Comal Springs,36,1954-01-01,1956-12-01,86.00128994002742,0,0,12,1100,1.090909090909091
Comal Springs,36,1955-01-01,1957-12-01,89.25346181236058,0,0,13,1100,1.1818181818181819
Comal Springs,36,1953-12-01,1956-11-01,90.28444406189122,0,0,14,1100,1.2727272727272727
Comal Springs,36,1955-02-01,1958-01-01,93.13159801307744,0,0,15,1100,1.3636363636363635
Comal Springs,36,1953-11-01,1956-10-01,95.36870332115049,0,0,16,1100,1.4545454545454546
Comal Springs,36,2023-06-01,2026-05-01,97.37283798576902,0,0,17,1100,1.5454545454545454
Comal Springs,36,2023-07-01,2026-06-01,97.55894909688013,0,0,18,1100,1.6363636363636365
Comal Springs,36,1955-03-01,1958-02-01,97.703026584506,0,0,19,1100,1.7272727272727273
Comal Springs,36,2023-05-01,2026-04-01,97.95437920440702,0,0,20,1100,1.8181818181818181
Comal Springs,36,2023-04-01,2026-03-01,99.52289772292553,0,0,21,1100,1.9090909090909092
Comal Springs,36,2023-08-01,2026-07-01,100.22651182089447,0,0,22,1100,2
Comal Springs,36,1953-10-01,1956-09-01,100.77461729964512,0,0,23,1100,2.090909090909091
Comal Springs,36,2023-03-01,2026-02-01,100.98705542901872,0,0,24,1100,2.181818181818182
Comal Springs,36,2023-02-01,2026-01-01,102.46622209568538,0,0,25,1100,2.272727272727273
Comal Springs,36,1955-04-01,1958-03-01,103.51933482823361,0,0,26,1100,2.3636363636363638
Comal Springs,36,2023-01-01,2025-12-01,103.90349808134847,0,0,27,1100,2.4545454545454546
Comal Springs,36,2022-12-01,2025-11-01,105.37661636091836,0,0,28,1100,2.5454545454545454
Comal Springs,36,1953-09-01,1956-08-01,105.86998767001548,0,0,29,1100,2.6363636363636362
Comal Springs,36,2022-11-01,2025-10-01,106.8886533979554,0,0,30,1100,2.727272727272727
Comal Springs,36,2022-10-01,2025-09-01,107.73632364885145,0,0,31,1100,2.8181818181818183
Comal Springs,36,2022-07-01,2025-06-01,108.06338458075109,0,0,32,1100,2.909090909090909
Comal Springs,36,2022-09-01,2025-08-01,108.40299031551812,0,0,33,1100,3
Comal Springs,36,2022-08-01,2025-07-01,108.78202257358264,0,0,34,1100,3.090909090909091
Comal Springs,36,2022-06-01,2025-05-01,108.80505124741777,0,0,35,1100,3.1818181818181817
Comal Springs,36,1953-08-01,1956-07-01,109.33772960549935,0,0,36,1100,3.272727272727273
Comal Springs,36,1955-05-01,1958-04-01,109.99711260601138,0,0,37,1100,3.3636363636363638
Comal Springs,36,2022-05-01,2025-04-01,112.37852794992672,0,0,38,1100,3.4545454545454546
Comal Springs,36,1953-07-01,1956-06-01,113.29561491015885,0,0,39,1100,3.5454545454545454
Comal Springs,36,2022-04-01,2025-03-01,116.69056498696376,0,0,40,1100,3.6363636363636362
Comal Springs,36,1955-06-01,1958-05-01,117.00159289274973,0,0,41,1100,3.727272727272727
Comal Springs,36,1953-06-01,1956-05-01,118.03172602126996,0,0,42,1100,3.8181818181818183
Comal Springs,36,2022-03-01,2025-02-01,122.0660130156376,0,0,43,1100,3.909090909090909
Comal Springs,36,1953-05-01,1956-04-01,122.86326723990796,0,0,44,1100,4
Comal Springs,36,1955-07-01,1958-06-01,123.23029659645344,0,0,45,1100,4.090909090909091
Comal Springs,36,1953-04-01,1956-03-01,127.50308205472277,0,0,46,1100,4.181818181818182
Comal Springs,36,2022-02-01,2025-01-01,127.53724317436776,0,0,47,1100,4.2727272727272725
Comal Springs,36,1955-08-01,1958-07-01,129.80556541365775,0,0,48,1100,4.363636363636364
Comal Springs,36,1953-03-01,1956-02-01,131.66258026260806,0,0,49,1100,4.454545454545455
Comal Springs,36,2022-01-01,2024-12-01,133.13401736791613,0,0,50,1100,4.545454545454546
Comal Springs,48,1953-11-01,1957-10-01,98.8656947975705,0,0,1,1088,0.09191176470588235
Comal Springs,48,1953-10-01,1957-09-01,98.87443135671028,0,0,2,1088,0.1838235294117647
Comal Springs,48,1953-06-01,1957-05-01,99.2393283101153,0,0,3,1088,0.2757352941176471
Comal Springs,48,1953-12-01,1957-11-01,99.51847257534827,0,0,4,1088,0.3676470588235294
Comal Springs,48,1953-05-01,1957-04-01,99.6156723961368,0,0,5,1088,0.4595588235294118
Comal Springs,48,1953-09-01,1957-08-01,100.17512580115472,0,0,6,1088,0.5514705882352942
Comal Springs,48,1953-07-01,1957-06-01,100.56155053233752,0,0,7,1088,0.6433823529411764
Comal Springs,48,1954-01-01,1957-12-01,100.81887580115472,0,0,8,1088,0.7352941176470588
Comal Springs,48,1953-08-01,1957-07-01,100.86060967212246,0,0,9,1088,0.8272058823529412
Comal Springs,48,1953-04-01,1957-03-01,101.79692239613681,0,0,10,1088,0.9191176470588236
Comal Springs,48,1954-02-01,1958-01-01,102.28191343556333,0,0,11,1088,1.0110294117647058
Comal Springs,48,2022-06-01,2026-05-01,104.04180046833342,0,0,12,1088,1.1029411764705883
Comal Springs,48,1954-03-01,1958-02-01,104.42923486413476,0,0,13,1088,1.1948529411764706
Comal Springs,48,2022-07-01,2026-06-01,104.57096713500009,0,0,14,1088,1.2867647058823528
Comal Springs,48,2022-05-01,2026-04-01,104.91209616725816,0,0,15,1088,1.3786764705882353
Comal Springs,48,1953-03-01,1957-02-01,104.99651917033034,0,0,16,1088,1.4705882352941175
Comal Springs,48,2022-08-01,2026-07-01,106.1247305758603,0,0,17,1088,1.5625
Comal Springs,48,1954-04-01,1958-03-01,107.89563271359712,0,0,18,1088,1.6544117647058825
Comal Springs,48,2022-04-01,2026-03-01,107.93223505614704,0,0,19,1088,1.7463235294117647
Comal Springs,48,1953-02-01,1957-01-01,108.68253107509226,0,0,20,1088,1.8382352941176472
Comal Springs,48,1954-05-01,1958-04-01,111.87896604693046,0,0,21,1088,1.9301470588235294
Comal Springs,48,2022-03-01,2026-02-01,112.17685871206102,0,0,22,1088,2.0220588235294117
Comal Springs,48,1953-01-01,1956-12-01,112.40968161272666,0,0,23,1088,2.1139705882352944
Comal Springs,48,1954-06-01,1958-05-01,115.96901981037131,0,0,24,1088,2.2058823529411766
Comal Springs,48,1952-12-01,1956-11-01,116.33038053745784,0,0,25,1088,2.297794117647059
Comal Springs,48,2022-02-01,2026-01-01,116.60022180729912,0,0,26,1088,2.389705882352941
Comal Springs,48,1954-07-01,1958-06-01,119.96207536592686,0,0,27,1088,2.4816176470588234
Comal Springs,48,1952-11-01,1956-10-01,120.03038053745784,0,0,28,1088,2.5735294117647056
Comal Springs,48,2022-01-01,2025-12-01,120.76084008686901,0,0,29,1088,2.6654411764705883
Comal Springs,48,1952-10-01,1956-09-01,124.05255795681268,0,0,30,1088,2.7573529411764706
Comal Springs,48,1954-08-01,1958-07-01,124.0608656885075,0,0,31,1088,2.849264705882353
Comal Springs,48,2021-12-01,2025-11-01,125.06191535568621,0,0,32,1088,2.941176470588235
Comal Springs,48,1952-09-01,1956-08-01,127.63658573459047,0,0,33,1088,3.0330882352941178
Comal Springs,48,1954-09-01,1958-08-01,127.83169902184085,0,0,34,1088,3.125
Comal Springs,48,2021-11-01,2025-10-01,129.68344313346398,0,0,35,1088,3.2169117647058822
Comal Springs,48,1952-08-01,1956-07-01,130.37583304641842,0,0,36,1088,3.308823529411765
Comal Springs,48,1954-10-01,1958-09-01,132.06642124406306,0,0,37,1088,3.4007352941176467
Comal Springs,48,1952-07-01,1956-06-01,133.7199190679238,0,0,38,1088,3.4926470588235294
Comal Springs,48,2021-10-01,2025-09-01,133.9032011979801,0,0,39,1088,3.5845588235294117
Comal Springs,48,1954-11-01,1958-10-01,136.59263092148242,0,0,40,1088,3.6764705882352944
Comal Springs,48,1952-06-01,1956-05-01,137.33519684570157,0,0,41,1088,3.768382352941176
Comal Springs,48,2021-09-01,2025-08-01,137.47820119798013,0,0,42,1088,3.860294117647059
Comal Springs,48,1952-05-01,1956-04-01,140.5139602865618,0,0,43,1088,3.952205882352941
Comal Springs,48,1954-12-01,1958-11-01,140.9717975881491,0,0,44,1088,4.044117647058823
Comal Springs,48,2021-08-01,2025-07-01,141.5890882947543,0,0,45,1088,4.136029411764706
Comal Springs,48,1952-04-01,1956-03-01,143.4875713976729,0,0,46,1088,4.227941176470589
Comal Springs,48,2021-07-01,2025-06-01,144.70333560658227,0,0,47,1088,4.31985294117647
Comal Springs,48,1955-01-01,1958-12-01,145.32865242685875,0,0,48,1088,4.411764705882353
Comal Springs,48,1952-03-01,1956-02-01,145.77923806433955,0,0,49,1088,4.5036764705882355
Comal Springs,48,1952-02-01,1956-01-01,147.61831852410967,0,0,50,1088,4.595588235294118
Comal Springs,60,1952-10-01,1957-09-01,117.8768210710313,0,0,1,1076,0.09293680297397769
Comal Springs,60,1952-11-01,1957-10-01,117.89563827533237,0,0,2,1076,0.18587360594795538
Comal Springs,60,1952-05-01,1957-04-01,118.3857458022141,0,0,3,1076,0.2788104089219331
Comal Springs,60,1952-06-01,1957-05-01,118.44058451189152,0,0,4,1076,0.37174721189591076
Comal Springs,60,1952-12-01,1957-11-01,118.50841605311015,0,0,5,1076,0.4646840148698885
Comal Springs,60,1952-09-01,1957-08-01,118.72737662658686,0,0,6,1076,0.5576208178438662
Comal Springs,60,1953-01-01,1957-12-01,118.98207196708866,0,0,7,1076,0.6505576208178439
Comal Springs,60,1952-08-01,1957-07-01,119.3865164115331,0,0,8,1076,0.7434944237918215
Comal Springs,60,1952-07-01,1957-06-01,119.44780673411374,0,0,9,1076,0.8364312267657992
Comal Springs,60,1952-04-01,1957-03-01,119.7257458022141,0,0,10,1076,0.929368029739777
Comal Springs,60,1953-02-01,1958-01-01,119.75303970902414,0,0,11,1076,1.0223048327137547
Comal Springs,60,1953-03-01,1958-02-01,121.10065875664318,0,0,12,1076,1.1152416356877324
Comal Springs,60,1952-03-01,1957-02-01,121.62305763017109,0,0,13,1076,1.20817843866171
Comal Springs,60,1953-04-01,1958-03-01,123.09098133728834,0,0,14,1076,1.3011152416356877
Comal Springs,60,1952-02-01,1957-01-01,123.82445336087716,0,0,15,1076,1.3940520446096654
Comal Springs,60,1953-05-01,1958-04-01,125.25764800395501,0,0,16,1076,1.486988847583643
Comal Springs,60,1952-01-01,1956-12-01,126.16423830711372,0,0,17,1076,1.5799256505576207
Comal Springs,60,1953-06-01,1958-05-01,127.64904585341738,0,0,18,1076,1.6728624535315983
Comal Springs,60,1951-12-01,1956-11-01,128.9330555114148,0,0,19,1076,1.7657992565055762
Comal Springs,60,1953-07-01,1958-06-01,129.94293474230628,0,0,20,1076,1.858736059479554
Comal Springs,60,1951-11-01,1956-10-01,131.76472217808146,0,0,21,1076,1.9516728624535316
Comal Springs,60,1953-08-01,1958-07-01,132.59454764553206,0,0,22,1076,2.0446096654275094
Comal Springs,60,2021-08-01,2026-07-01,132.90184155234212,0,0,23,1076,2.137546468401487
Comal Springs,60,2021-07-01,2026-06-01,134.58141144481522,0,0,24,1076,2.2304832713754648
Comal Springs,60,1951-10-01,1956-09-01,134.8217114253933,0,0,25,1076,2.323420074349442
Comal Springs,60,1953-09-01,1958-08-01,134.92035409714498,0,0,26,1076,2.41635687732342
Comal Springs,60,1953-10-01,1958-09-01,136.54424298603385,0,0,27,1076,2.509293680297398
Comal Springs,60,2021-06-01,2026-05-01,136.70474477814855,0,0,28,1076,2.6022304832713754
Comal Springs,60,1951-09-01,1956-08-01,137.7856003142822,0,0,29,1076,2.6951672862453533
Comal Springs,60,1953-11-01,1958-10-01,138.7329526634532,0,0,30,1076,2.7881040892193307
Comal Springs,60,2021-05-01,2026-04-01,138.7391533802991,0,0,31,1076,2.8810408921933086
Comal Springs,60,1951-08-01,1956-07-01,140.75603042180907,0,0,32,1076,2.973977695167286
Comal Springs,60,1953-12-01,1958-11-01,140.88906377456433,0,0,33,1076,3.066914498141264
Comal Springs,60,2021-04-01,2026-03-01,141.03637560252133,0,0,34,1076,3.1598513011152414
Comal Springs,60,1954-01-01,1958-12-01,143.36594549499443,0,0,35,1076,3.2527881040892193
Comal Springs,60,1951-07-01,1956-06-01,143.8893637551424,0,0,36,1076,3.3457249070631967
Comal Springs,60,2021-03-01,2026-02-01,144.14981646273637,0,0,37,1076,3.4386617100371746
Comal Springs,60,1954-02-01,1959-01-01,145.51164441972563,0,0,38,1076,3.5315985130111525
Comal Springs,60,2021-02-01,2026-01-01,147.29505455797448,0,0,39,1076,3.62453531598513
Comal Springs,60,1951-06-01,1956-05-01,147.36380819958686,0,0,40,1076,3.717472118959108
Comal Springs,60,1954-03-01,1959-02-01,147.7330729911542,0,0,41,1076,3.8104089219330852
Comal Springs,60,1954-04-01,1959-03-01,150.44436331373484,0,0,42,1076,3.903345724907063
Comal Springs,60,1951-05-01,1956-04-01,150.48585121033952,0,0,43,1076,3.9962825278810405
Comal Springs,60,2021-01-01,2025-12-01,150.58483950421103,0,0,44,1076,4.089219330855019
Comal Springs,60,1951-04-01,1956-03-01,153.38918454367285,0,0,45,1076,4.182156133828997
Comal Springs,60,1954-05-01,1959-04-01,153.47269664706818,0,0,46,1076,4.275092936802974
Comal Springs,60,2020-12-01,2025-11-01,153.66010832141532,0,0,47,1076,4.368029739776952
Comal Springs,60,1951-03-01,1956-02-01,155.93058239313524,0,0,48,1076,4.4609665427509295
Comal Springs,60,1954-06-01,1959-05-01,156.36463213093913,0,0,49,1076,4.553903345724907
Comal Springs,60,2020-11-01,2025-10-01,156.75344165474866,0,0,50,1076,4.646840148698884
San Marcos Springs,1,1956-08-01,1956-08-01,53.54838709677419,0,0,1,842,0.11876484560570072
San Marcos Springs,1,1956-07-01,1956-07-01,54.54838709677419,0,0,2,842,0.23752969121140144
San Marcos Springs,1,1956-09-01,1956-09-01,59.13333333333333,0,0,3,842,0.35629453681710216
San Marcos Springs,1,1956-06-01,1956-06-01,63.63333333333333,0,0,4,842,0.4750593824228029
San Marcos Springs,1,1956-10-01,1956-10-01,64.58064516129032,0,0,5,842,0.5938242280285035
San Marcos Springs,1,2023-09-01,2023-09-01,69,0,0,6,842,0.7125890736342043
San Marcos Springs,1,1956-11-01,1956-11-01,70.26666666666667,0,0,7,842,0.831353919239905
San Marcos Springs,1,1956-12-01,1956-12-01,72,0,0,8,842,0.9501187648456058
San Marcos Springs,1,1984-09-01,1984-09-01,72.16666666666667,0,0,9,842,1.0688836104513064
San Marcos Springs,1,1957-02-01,1957-02-01,72.39285714285714,0,0,10,842,1.187648456057007
San Marcos Springs,1,2023-08-01,2023-08-01,73.83870967741936,0,0,11,842,1.3064133016627077
San Marcos Springs,1,1957-01-01,1957-01-01,74.25806451612904,0,0,12,842,1.4251781472684086
San Marcos Springs,1,1984-08-01,1984-08-01,74.61290322580645,0,0,13,842,1.5439429928741093
San Marcos Springs,1,2026-03-01,2026-03-01,76.3225806451613,0,0,14,842,1.66270783847981
San Marcos Springs,1,2026-04-01,2026-04-01,78.13333333333334,0,0,15,842,1.7814726840855106
San Marcos Springs,1,2023-10-01,2023-10-01,78.74193548387096,0,0,16,842,1.9002375296912115
San Marcos Springs,1,2026-02-01,2026-02-01,80.42857142857143,0,0,17,842,2.019002375296912
San Marcos Springs,1,1996-08-01,1996-08-01,80.70967741935483,0,0,18,842,2.137767220902613
San Marcos Springs,1,2025-12-01,2025-12-01,81.03225806451613,0,0,19,842,2.2565320665083135
San Marcos Springs,1,1963-10-01,1963-10-01,81.7741935483871,0,0,20,842,2.375296912114014
San Marcos Springs,1,2024-11-01,2024-11-01,81.8,0,0,21,842,2.494061757719715
San Marcos Springs,1,1989-11-01,1989-11-01,81.86666666666666,0,0,22,842,2.6128266033254155
San Marcos Springs,1,1989-10-01,1989-10-01,82.41935483870968,0,0,23,842,2.7315914489311166
San Marcos Springs,1,2025-01-01,2025-01-01,83.19354838709677,0,0,24,842,2.8503562945368173
San Marcos Springs,1,2024-12-01,2024-12-01,83.70967741935483,0,0,25,842,3.0878859857482186
San Marcos Springs,1,2026-01-01,2026-01-01,83.70967741935483,0,0,25,842,3.0878859857482186
San Marcos Springs,1,1989-12-01,1989-12-01,83.80645161290323,0,0,27,842,3.2066508313539197
San Marcos Springs,1,1967-08-01,1967-08-01,84.16129032258064,0,0,28,842,3.44418052256532
San Marcos Springs,1,1990-01-01,1990-01-01,84.16129032258064,0,0,28,842,3.44418052256532
San Marcos Springs,1,1967-07-01,1967-07-01,84.19354838709677,0,0,30,842,3.5629453681710213
San Marcos Springs,1,1964-01-01,1964-01-01,84.2258064516129,0,0,31,842,3.681710213776722
San Marcos Springs,1,1996-07-01,1996-07-01,84.3225806451613,0,0,32,842,3.800475059382423
San Marcos Springs,1,1990-02-01,1990-02-01,84.53571428571429,0,0,33,842,3.9192399049881232
San Marcos Springs,1,2022-10-01,2022-10-01,84.61290322580645,0,0,34,842,4.038004750593824
San Marcos Springs,1,2025-02-01,2025-02-01,84.64285714285714,0,0,35,842,4.156769596199525
San Marcos Springs,1,2023-12-01,2023-12-01,84.6774193548387,0,0,36,842,4.394299287410926
San Marcos Springs,1,2025-05-01,2025-05-01,84.6774193548387,0,0,36,842,4.394299287410926
San Marcos Springs,1,1964-02-01,1964-02-01,84.82758620689656,0,0,38,842,4.513064133016627
San Marcos Springs,1,2023-03-01,2023-03-01,84.93548387096774,0,0,39,842,4.631828978622328
San Marcos Springs,1,1984-07-01,1984-07-01,85.48387096774194,0,0,40,842,4.750593824228028
San Marcos Springs,1,2025-03-01,2025-03-01,85.61290322580645,0,0,41,842,4.86935866983373
San Marcos Springs,1,2025-11-01,2025-11-01,85.73333333333333,0,0,42,842,4.98812351543943
San Marcos Springs,1,1984-10-01,1984-10-01,86.19354838709677,0,0,43,842,5.10688836104513
San Marcos Springs,1,1963-11-01,1963-11-01,86.2,0,0,44,842,5.225653206650831
San Marcos Springs,1,1963-12-01,1963-12-01,86.38709677419355,0,0,45,842,5.344418052256532
San Marcos Springs,1,2023-07-01,2023-07-01,86.41935483870968,0,0,46,842,5.463182897862233
San Marcos Springs,1,1989-09-01,1989-09-01,86.5,0,0,47,842,5.581947743467933
San Marcos Springs,1,2009-08-01,2009-08-01,86.64516129032258,0,0,48,842,5.7007125890736345
San Marcos Springs,1,2025-04-01,2025-04-01,86.7,0,0,49,842,5.819477434679335
San Marcos Springs,1,2022-12-01,2022-12-01,87.09677419354838,0,0,50,842,5.938242280285035
San Marcos Springs,3,1956-07-01,1956-09-01,55.74336917562724,0,0,1,840,0.11904761904761905
San Marcos Springs,3,1956-06-01,1956-08-01,57.24336917562724,0,0,2,840,0.2380952380952381
San Marcos Springs,3,1956-08-01,1956-10-01,59.08745519713261,0,0,3,840,0.35714285714285715
San Marcos Springs,3,1956-09-01,1956-11-01,64.66021505376344,0,0,4,840,0.4761904761904762
San Marcos Springs,3,1956-10-01,1956-12-01,68.94910394265233,0,0,5,840,0.5952380952380952
San Marcos Springs,3,1956-11-01,1957-01-01,72.17491039426524,0,0,6,840,0.7142857142857143
San Marcos Springs,3,1956-12-01,1957-02-01,72.88364055299539,0,0,7,840,0.8333333333333334
San Marcos Springs,3,2023-08-01,2023-10-01,73.86021505376344,0,0,8,840,0.9523809523809524
San Marcos Springs,3,2023-07-01,2023-09-01,76.41935483870968,0,0,9,840,1.0714285714285714
