station,window_months,window_start_month,window_end_month,rolling_mean_cfs,partial_months_in_window,unusable_months_in_window,historical_rank_lowest,historical_n,low_flow_percentile
San Marcos Springs,3,1956-09-01,1956-11-01,64.66021505376344,0,0,4,840,0.4761904761904762
San Marcos Springs,3,1956-10-01,1956-12-01,68.94910394265233,0,0,5,840,0.5952380952380952
San Marcos Springs,3,1956-11-01,1957-01-01,72.17491039426524,0,0,6,840,0.7142857142857143
San Marcos Springs,3,1956-12-01,1957-02-01,72.88364055299539,0,0,7,840,0.8333333333333334
San Marcos Springs,3,2023-08-01,2023-10-01,73.86021505376344,0,0,8,840,0.9523809523809524
San Marcos Springs,3,2023-07-01,2023-09-01,76.41935483870968,0,0,9,840,1.0714285714285714
San Marcos Springs,3,1984-07-01,1984-09-01,77.42114695340501,0,0,10,840,1.1904761904761905
San Marcos Springs,6,1956-06-01,1956-11-01,60.95179211469534,0,0,1,837,0.11947431302270012
San Marcos Springs,6,1956-07-01,1956-12-01,62.34623655913978,0,0,2,837,0.23894862604540024
San Marcos Springs,6,1956-08-01,1957-01-01,65.63118279569892,0,0,3,837,0.35842293906810035
San Marcos Springs,6,1956-09-01,1957-02-01,68.77192780337941,0,0,4,837,0.4778972520908005
San Marcos Springs,6,1956-10-01,1957-03-01,74.43787762416795,0,0,5,837,0.5973715651135006
San Marcos Springs,6,2023-07-01,2023-12-01,80.09068100358422,0,0,6,837,0.7168458781362007
San Marcos Springs,6,2023-06-01,2023-11-01,80.87777777777778,0,0,7,837,0.8363201911589008
San Marcos Springs,6,2025-11-01,2026-04-01,80.89329237071172,0,0,8,837,0.955794504181601
San Marcos Springs,6,2025-12-01,2026-05-01,81.28719918074756,0,0,9,837,1.0752688172043012
San Marcos Springs,6,2025-10-01,2026-03-01,82.62913466461853,0,0,10,837,1.1947431302270013
San Marcos Springs,9,1956-06-01,1957-02-01,64.92907492746203,0,0,1,834,0.1199040767386091
San Marcos Springs,9,1956-07-01,1957-03-01,68.20637480798771,0,0,2,834,0.2398081534772182
San Marcos Springs,9,1956-08-01,1957-04-01,76.93803550093872,0,0,3,834,0.3597122302158274
San Marcos Springs,9,2025-09-01,2026-05-01,83.72276839051032,0,0,4,834,0.4796163069544364
San Marcos Springs,9,2025-10-01,2026-06-01,84.00795357569551,0,0,5,834,0.5995203836930456
San Marcos Springs,9,2023-04-01,2023-12-01,84.13452807646355,1,0,6,834,0.7194244604316548
San Marcos Springs,9,2023-03-01,2023-11-01,84.16320191158901,1,0,7,834,0.8393285371702638
San Marcos Springs,9,2023-02-01,2023-10-01,84.4557945041816,1,0,8,834,0.9592326139088728
San Marcos Springs,9,2025-08-01,2026-04-01,85.07402287079707,0,0,9,834,1.079136690647482
San Marcos Springs,9,2024-09-01,2025-05-01,85.52853729305342,0,0,10,834,1.1990407673860912
San Marcos Springs,12,1956-06-01,1957-05-01,84.25361623143881,0,0,1,831,0.12033694344163659
San Marcos Springs,12,2023-01-01,2023-12-01,85.19901433691756,1,0,2,831,0.24067388688327318
San Marcos Springs,12,2022-11-01,2023-10-01,85.3839605734767,1,0,3,831,0.36101083032490977
San Marcos Springs,12,2022-12-01,2023-11-01,85.40062724014336,1,0,4,831,0.48134777376654636
San Marcos Springs,12,2022-10-01,2023-09-01,85.87320788530467,1,0,5,831,0.601684717208183
San Marcos Springs,12,2023-02-01,2024-01-01,86.47589605734767,1,0,6,831,0.7220216606498195
San Marcos Springs,12,2022-09-01,2023-08-01,87.44265232974911,1,0,7,831,0.842358604091456
San Marcos Springs,12,2025-05-01,2026-04-01,87.56098310291858,0,0,8,831,0.9626955475330927
San Marcos Springs,12,2025-07-01,2026-06-01,87.68204045058884,0,0,9,831,1.083032490974729
San Marcos Springs,12,2025-06-01,2026-05-01,87.84592933947772,0,0,10,831,1.203369434416366
San Marcos Springs,18,2024-11-01,2026-04-01,86.46615463389656,0,0,1,825,0.12121212121212122
San Marcos Springs,18,2022-07-01,2023-12-01,86.6962962962963,1,0,2,825,0.24242424242424243
San Marcos Springs,18,2024-12-01,2026-05-01,86.81597542242703,0,0,3,825,0.36363636363636365
San Marcos Springs,18,2022-08-01,2024-01-01,86.96690561529272,1,0,4,825,0.48484848484848486
San Marcos Springs,18,2024-10-01,2026-03-01,86.98025260283325,0,0,5,825,0.6060606060606061
San Marcos Springs,18,2025-01-01,2026-06-01,87.39136371394436,0,0,6,825,0.7272727272727273
San Marcos Springs,18,2024-09-01,2026-02-01,87.85307219662059,0,0,7,825,0.8484848484848486
San Marcos Springs,18,2022-06-01,2023-11-01,87.99199522102748,1,0,8,825,0.9696969696969697
San Marcos Springs,18,2024-08-01,2026-01-01,88.96008704557092,0,0,9,825,1.090909090909091
San Marcos Springs,18,2025-02-01,2026-07-01,89.04010923365762,0,0,10,825,1.2121212121212122
San Marcos Springs,24,2024-07-01,2026-06-01,88.58899769585254,0,0,1,819,0.1221001221001221
San Marcos Springs,24,2024-08-01,2026-07-01,88.80001920122888,0,0,2,819,0.2442002442002442
San Marcos Springs,24,2024-06-01,2026-05-01,89.32788658474142,0,0,3,819,0.3663003663003663
San Marcos Springs,24,2024-05-01,2026-04-01,91.0214349718382,0,0,4,819,0.4884004884004884
San Marcos Springs,24,2024-04-01,2026-03-01,92.95337941628264,0,0,5,819,0.6105006105006106
San Marcos Springs,24,2024-03-01,2026-02-01,96.05015360983103,0,0,6,819,0.7326007326007326
San Marcos Springs,24,2023-06-01,2025-05-01,97.36609327824567,0,0,7,819,0.8547008547008548
San Marcos Springs,24,2023-07-01,2025-06-01,97.64248216713456,0,0,8,819,0.9768009768009768
San Marcos Springs,24,2022-05-01,2024-04-01,97.72631473241874,1,0,9,819,1.098901098901099
San Marcos Springs,24,2022-06-01,2024-05-01,97.73572333456927,1,0,10,819,1.221001221001221
